Platform,Nama Toko,Rating Produk,Produk Terjual,Kategori Seri,Kategori Varian,penyimpanan,Battery Health,Harga,Wilayah Toko,Link Pembelian
Tokopedia,AA Store168,5.0,40,iPhone 11 Series,iPhone 11,256GB,95,Rp3.410.000,Kab. Tangerang,https://www.tokopedia.com/astore168/apple-iphone-11-64-128-256gb-second-inter-mulus-100-1735184559970158476-1735184597445085068?extParam=ivf%3Dfalse%26keyword%3Diphone+11+bekas%26search_id%3D20260712115433FE73F687E5BC520341UP%26src%3Dsearch
Tokopedia,Market Ponsel,0.0,4,iPhone 11 Series,iPhone 11,128GB,N/A,Rp2.135.000,Jakarta,https://www.tokopedia.com/market-ponsel/apple-iphone-11-fulset-128gb-ibox-original-dengan-pilihan-warna-yang-variasi-1731885828147939174?extParam=ivf%3Dfalse%26keyword%3Diphone+11+bekas%26search_id%3D20260712115433FE73F687E5BC520341UP%26src%3Dsearch
Tokopedia,Boboystore889 Shop,5.0,2,iPhone 11 Series,iPhone 11,64GB,N/A,Rp3.210.000,Jakarta Barat,https://www.tokopedia.com/boboystore889-shop/iphone-11-64gb-green-second-baterai-notif-fullset-1731716436650395370?extParam=ivf%3Dfalse%26keyword%3Diphone+11+bekas%26search_id%3D20260712115433FE73F687E5BC520341UP%26src%3Dsearch
Tokopedia,Maqphone,0.0,2,iPhone 11 Series,iPhone 11,128GB,N/A,Rp1.960.000,Jakarta Selatan,https://www.tokopedia.com/maqphone/iphone-11-64-nominus-fullset-dengan-kualitas-tinggi-dan-desain-elegan-untuk-penggunaan-sehari-hari-1733452852835354319?extParam=ivf%3Dfalse%26keyword%3Diphone+11+bekas%26search_id%3D20260712115433FE73F687E5BC520341UP%26src%3Dsearch
Tokopedia,Permata Phone Scd,0.0,1,iPhone 11 Series,iPhone 11,128GB,74,Rp3.535.000,Jakarta,https://www.tokopedia.com/permata-phone-scd/iphone-13-256gb-lock-icloud-1731836445319727005?extParam=ivf%3Dfalse%26keyword%3Diphone+11+bekas%26search_id%3D20260712115433FE73F687E5BC520341UP%26src%3Dsearch
Tokopedia,EzzaShop23,5.0,3,iPhone 11 Series,iPhone 11,128GB,N/A,Rp3.460.000,Depok,https://www.tokopedia.com/ezzashop23/iphone-11-128gb-second-masih-bagus-1732863703856088270?extParam=ivf%3Dfalse%26keyword%3Diphone+11+bekas%26search_id%3D20260712115433FE73F687E5BC520341UP%26src%3Dsearch
Tokopedia,nmaarif12,4.9,30,iPhone 11 Series,iPhone 11,128GB,N/A,Rp4.560.000,Surabaya,https://www.tokopedia.com/nmaarif12/iphone-11-inter-128-ibox-fullset-1731614579454215727?extParam=ivf%3Dfalse%26keyword%3Diphone+11+bekas%26search_id%3D20260712115433FE73F687E5BC520341UP%26src%3Dsearch
Tokopedia,DIGICELL,4.9,250,iPhone 11 Series,iPhone 11,128GB,90,Rp4.055.000,Bandung,https://www.tokopedia.com/digicell/iphone-11-64-128-gb-second-mulus-inter-ibox-64-gb-inter-white?extParam=ivf%3Dfalse%26keyword%3Diphone+11+bekas%26search_id%3D20260712115433FE73F687E5BC520341UP%26src%3Dsearch
Tokopedia,AFAGADGET,4.9,100,iPhone 11 Series,iPhone 11,64GB,N/A,Rp3.660.000,Depok,https://www.tokopedia.com/afagadgetstore/apple-iphone-11-11-pro-max-512gb-256gb-128gb-64gb-original-garansi-resmi-ibox-indonesia-1731061788818769008?extParam=ivf%3Dfalse%26keyword%3Diphone+11+bekas%26search_id%3D20260712115433FE73F687E5BC520341UP%26src%3Dsearch
Tokopedia,QQ store168,4.9,500,iPhone 11 Series,iPhone 11 Pro,64GB,N/A,Rp4.560.000,Jakarta Barat,https://www.tokopedia.com/cris0880/iphone-11-pro-64gb-bekas-original-100-mulus-fullset-256gb-midnight-green-6e378?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Cyrus Cell BEC,4.8,70,iPhone 11 Series,iPhone 11 Pro,64GB,85,Rp4.449.000,Bandung,https://www.tokopedia.com/cyruscelluler/iphone-11-pro-64gb-256gb-original-fullset-second-like-new-original-murah-bergaransi-1731005974765274655?extParam=ivf%3Dtrue%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Mobile Phone Shop BEC,5.0,70,iPhone 11 Series,iPhone 11 Pro,256GB,N/A,Rp4.999.000,Bandung,https://www.tokopedia.com/mobilephonebec/iphone-11-pro-64-256-gb-second-99-like-new-garansi-ibox-inter-gold-256-gb-inter-4407a?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,iphonebycha,0.0,1,iPhone 11 Series,iPhone 11 Pro,128GB,N/A,Rp1.960.000,Kab. Mojokerto,https://www.tokopedia.com/iphonebycha/iphone-11-pro-inter-128gb-secondinter-1732882523148551594?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Panda Jaya Gadget,5.0,500,iPhone 11 Series,iPhone 11,64GB,85,Rp4.259.000,Tangerang Selatan,https://www.tokopedia.com/panda-jaya-gadget/ibox-iphone-11-12-pro-pro-max-64gb-128gb-256gb-second-ex-ibox-1733329987938452901?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Boboystore889 Shop,0.0,1,iPhone 11 Series,iPhone 11 Pro,64GB,N/A,Rp3.360.000,Jakarta Barat,https://www.tokopedia.com/boboystore889-shop/iphone-11-pro-64gb-midnight-green-second-minus-face-id-fullset?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Boboystore889 Shop,5.0,14,iPhone 11 Series,iPhone 11 Pro,64GB,90,Rp4.260.000,Jakarta Barat,https://www.tokopedia.com/boboystore889-shop/iphone-11-pro-64gb-256gb-512gb-second-fullset-1730996026048022347?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Boboystore889 Shop,5.0,80,iPhone 11 Series,iPhone 11 Pro,64GB,90,Rp5.460.000,Jakarta Barat,https://www.tokopedia.com/boboystore889-shop/iphone-11-pro-64gb-256gb-512gb-second-mulus-fullset-imei-terdaftar-1730696025998133067?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Diga gadget,4.9,100,iPhone 11 Series,iPhone 11,64GB,N/A,Rp3.835.508,Jakarta Timur,https://www.tokopedia.com/digacorp508/ibox-iphone-11-64gb-11-pro-11-pro-max-fullset-original-ex-inter-ip-11-64gb-371af?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Babachu2621,0.0,1,iPhone 11 Series,iPhone 11 Pro,64GB,N/A,Rp2.460.000,Kab. Magelang,https://www.tokopedia.com/babachu2621/second-hp-iphone-11-pro-64-gb-garansi-1-bulan-operator-wifi-only-1731451061874099554?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,zpa 168,4.8,250,iPhone 11 Series,iPhone 11,128GB,N/A,Rp4.460.000,Kab. Tangerang,https://www.tokopedia.com/yenishop88/apple-iphone-11pro-11promax-fullset-original-bergaransi-murah-1729826806805136961?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,cs store74,0.0,1,iPhone 11 Series,iPhone 11,128GB,91,Rp3.960.000,Jakarta Selatan,https://www.tokopedia.com/csst0re/iphone-11pro-256-garansi-inter-1734082977080051376?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,DOOTA CELLULAR,5.0,19,iPhone 11 Series,iPhone 11 Pro,64GB,N/A,Rp4.310.000,Jakarta Pusat,https://www.tokopedia.com/dootacellular/secondhand-iphone-11-pro-pro-max-64gb-i-256gbgb-i-512gb-fullset-international-bergaransi-1736155764414055807-1736155647553865087?extParam=ivf%3Dtrue%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,"Toko Sortir Eraphone, ibox, applestore dll",5.0,1,iPhone 11 Series,iPhone 11 Pro,64GB,N/A,Rp4.110.000,Yogyakarta,https://www.tokopedia.com/tokosortir/iphone-11-pro-ori-ibox-iphone-11-pro-iphone-boba-tiga-3-resmi-max?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,InimoItumo,0.0,2,iPhone 11 Series,iPhone 11 Pro,64GB,N/A,Rp3.085.000,Makassar,https://www.tokopedia.com/inimo-itumo/iphone-11-pro-ex-ibox-mulus-1730957887769118086?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Gudanggadget.,4.9,60,iPhone 11 Series,iPhone 11,64GB,90,Rp3.779.000,Tangerang Selatan,https://www.tokopedia.com/gudanggadget-1/apple-iphone-11-11-pro-11-pro-max-512gb-256gb-64gb-second-ibox-iphone-11-inter-64gb-6c194?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Ramai Phone 88,5.0,16,iPhone 11 Series,iPhone 11 Pro,64GB,N/A,Rp3.560.000,Jakarta Utara,https://www.tokopedia.com/ramaiphone88/iphone-11-pro-64gb-second-garansi-1-bulan-1731627635031508538?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,OD MOBILE GADGET,5.0,11,iPhone 11 Series,iPhone 11 Pro,128GB,N/A,Rp4.260.000,Malang,https://www.tokopedia.com/od-mobile/iphone-11-pro-promax-ex-internasional-11-pro-64-gb-e3fc8?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Bandariphonesby,0.0,2,iPhone 11 Series,iPhone 11 Pro,64GB,N/A,Rp4.140.000,Surabaya,https://www.tokopedia.com/bandariphones/iphone-11-pro-64gb-128gb-256gb-fullset-all-operator-bergaransi-1731202608133932534?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Ayam Warna,0.0,1,iPhone 11 Series,iPhone 11 Pro,256GB,85,Rp3.960.000,Bekasi,https://www.tokopedia.com/klandestinshop/iphone-11-pro-256gb-second-inter?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,RH CELLULAR_NEW,0.0,1,iPhone 11 Series,iPhone 11 Pro,64GB,N/A,Rp3.460.000,Bogor,https://www.tokopedia.com/rh-cellular/iphone-11-pro-64gbb-inter-all-oprator-1733126947188803344?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,NetStore168,4.9,250,iPhone 11 Series,iPhone 11 Pro,64GB,95,Rp4.210.000,Kab. Tangerang,https://www.tokopedia.com/net-store168/iphone-11-pro-promax-64gb-256gb-second-murah-bergaransi-like-new-1732338574494369379?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Azizstore818,5.0,2,iPhone 11 Series,iPhone 11 Pro,64GB,N/A,Rp3.610.000,Jakarta Utara,https://www.tokopedia.com/azizstore818/apple-iphone-11-pro-64gb-256gb-512gb-second-original-100-mulus-spacegray-64gb-sim-stick-5e07a?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,QQ store168,4.9,100,iPhone 11 Series,iPhone 11 Pro,64GB,N/A,Rp5.760.000,Jakarta Barat,https://www.tokopedia.com/cris0880/iphone-11-pro-64gb-256gb-512gb-imei-terdaftar-mulus-normal-fullset-256gb-beacukai-green-56aaf?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Ramai Phone 88,0.0,24,iPhone 11 Series,iPhone 11 Pro,256GB,N/A,Rp3.860.000,Jakarta Utara,https://www.tokopedia.com/ramaiphone88/iphone-11-pro-256gb-second-garansi-1-bulan-1732464087897638458?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Podslifeid,5.0,2,iPhone 11 Series,iPhone 11 Pro,64GB,N/A,Rp3.425.000,Jakarta,https://www.tokopedia.com/podslifeid/iphone-11-pro-64-gb-notif-layar-xl-only-pesanan-1732171531032888849?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,CTM Cell,5.0,29,iPhone 11 Series,iPhone 11 Pro,256GB,90,Rp4.460.000,Jakarta Pusat,https://www.tokopedia.com/yonasbyctm/100-ori-iphone-11-pro-256gb-second-fullset-garansi-gray-256gb-all-opera-62fee?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Jordan Corner Store,5.0,50,iPhone 11 Series,iPhone 11 Pro,64GB,N/A,Rp4.739.000,Yogyakarta,https://www.tokopedia.com/jbgadgetstore/iphone-11-pro-64gb-256gb-512gb-second-all-provider-bea-cukai-original-like-new-fullset-bergaransi-1730750089680356905?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,BetterSecondCell,5.0,19,iPhone 11 Series,iPhone 11 Pro,64GB,N/A,Rp4.859.000,Denpasar,https://www.tokopedia.com/bettersecond/iphone-11-pro-second-64gb-256gb-512gb-fullset-original-garansi-resmi-ibox-beacukai-1729825178697106608?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,@RIZKIALFARIZICELLL,0.0,6,iPhone 11 Series,iPhone 11 Pro,256GB,N/A,Rp4.460.000,Bogor,https://www.tokopedia.com/rizkialfarizi/iphone-11-pro-256gb-ex-inter-all-operator-1731169440173688551?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Batibull,0.0,1,iPhone 11 Series,iPhone 11 Pro,128GB,N/A,Rp55.450.004,Jakarta Pusat,https://www.tokopedia.com/gadegetnesiaid/iphone-11-pro-second-original-silver-64-gb?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,nadineshop12_NEW,5.0,1,iPhone 11 Series,iPhone 11,128GB,N/A,Rp3.960.000,Kab. Bogor,https://www.tokopedia.com/nadineshop12-937/second-iphone-11-11-pro-ibox-128gb-256gb-1732042884563043959?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Kenneth.Store,0.0,1,iPhone 11 Series,iPhone 11 Pro,128GB,71,Rp3.760.000,Jakarta Timur,https://www.tokopedia.com/kennethstore/iphone-11-pro-256-ex-inter-fullset-1732307540945044678?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,AA Store168,0.0,4,iPhone 11 Series,iPhone 11 Pro,512GB,95,Rp4.210.000,Kab. Tangerang,https://www.tokopedia.com/astore168/iphone-11-pro-64-256-512gb-second-mulus-fullset-1735292481630799756-1735519088105392012?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Jajan Bareng Reta,0.0,2,iPhone 11 Series,iPhone 11 Pro,64GB,77,Rp4.460.000,Jakarta Selatan,https://www.tokopedia.com/arta-store/iphone-11-pro-64gb-ex-inter?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Cahaya Handphone,5.0,1,iPhone 11 Series,iPhone 11 Pro,256GB,100,Rp4.060.000,Jakarta Barat,https://www.tokopedia.com/cahayahandphone7/second-appie-iphone-11-pro-256gb-garansi-1-bulan-fullset-wifi-only?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Diahahaha,0.0,1,iPhone 11 Series,iPhone 11 Pro,64GB,N/A,Rp4.685.000,Kab. Pati,https://www.tokopedia.com/archive-qaireenols-1681950825/iphone-11-pro-64gb-gray-second-1732101013095875763?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+second%26search_id%3D20260712120140FE73F687E5BC523B3IZR%26src%3Dsearch
Tokopedia,Tokopakaian28,0.0,9,iPhone 11 Series,iPhone 11 Pro,128GB,N/A,Rp960.000,Tangerang,https://www.tokopedia.com/tokopakaian28/iphone-11-pro-original-resmi-1735062264092460160?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+bekas%26search_id%3D20260712120927D81F9C1BE2E089232WI7%26src%3Dsearch
Tokopedia,dinatabaha11,5.0,8,iPhone 11 Series,iPhone 11 Pro,256GB,N/A,Rp3.760.000,Kab. Bandung,https://www.tokopedia.com/alkhadinata/iphone-11-pro-256gb?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+bekas%26search_id%3D20260712120927D81F9C1BE2E089232WI7%26src%3Dsearch
Tokopedia,RUNNING CLOTHES,0.0,1,iPhone 11 Series,iPhone 11 Pro,64GB,N/A,Rp2.860.000,Kab. Garut,https://www.tokopedia.com/netsteknik/iphone-11-pro-64gb-wifi-only-ex-inter-1731326227945523096?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+bekas%26search_id%3D20260712120927D81F9C1BE2E089232WI7%26src%3Dsearch
Tokopedia,Temanedit87,5.0,3,iPhone 11 Series,iPhone 11 Pro,128GB,N/A,Rp1.105.450,Jakarta,https://www.tokopedia.com/temanedit87/apple-iphone-11-pro-128gb-baru-berkualitas-tinggi-smartphone-1734487334525436998?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+bekas%26search_id%3D20260712120927D81F9C1BE2E089232WI7%26src%3Dsearch
Tokopedia,Bivi Snack,5.0,8,iPhone 11 Series,iPhone 11 Pro,128GB,N/A,Rp4.510.000,Bekasi,https://www.tokopedia.com/olshopnroktavia/iphone-11-pro-128gb-baru-1730783921295950907?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+bekas%26search_id%3D20260712120927D81F9C1BE2E089232WI7%26src%3Dsearch
Tokopedia,Maxsense Store,4.8,250,iPhone 11 Series,iPhone 11,64GB,86,Rp3.409.000,Tangerang Selatan,https://www.tokopedia.com/maxsense/iphone-11-11-pro-11-pro-max-64gb-128gb-256gb-terdaftar-resmi-apple-1730823858251269961?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+bekas%26search_id%3D20260712120927D81F9C1BE2E089232WI7%26src%3Dsearch
Tokopedia,Gadget68,4.3,13,iPhone 11 Series,iPhone 11 Pro,256GB,N/A,Rp4.325.000,Bekasi,https://www.tokopedia.com/gadget68/iphone-11-pro-256gb-fullset?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+bekas%26search_id%3D20260712120927D81F9C1BE2E089232WI7%26src%3Dsearch
Tokopedia,"Toko Sortir Eraphone, ibox, applestore dll",5.0,1,iPhone 11 Series,iPhone 11 Pro,512GB,N/A,Rp5.400.000,Yogyakarta,https://www.tokopedia.com/tokosortir/iphone-11-pro-ori-512gb-perfect-kondisi-signal-jaminan-aman-iphone-11-pro-iphone-boba-tiga-3-apple?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+bekas%26search_id%3D20260712120927D81F9C1BE2E089232WI7%26src%3Dsearch
Tokopedia,Ham Store Tegal,0.0,4,iPhone 11 Series,iPhone 11 Pro,64GB,N/A,Rp3.710.000,Jakarta,https://www.tokopedia.com/ham-store-tegal/iphone-11-pro-64-gb-garansi-internasional-1734392769596721124?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+bekas%26search_id%3D20260712120927D81F9C1BE2E089232WI7%26src%3Dsearch
Tokopedia,sun mobile store,4.9,250,iPhone 11 Series,iPhone 11 Pro,128GB,85,Rp5.810.000,Jakarta Barat,https://www.tokopedia.com/sunmobile22/iphone-11-pro-second-beacukai-64-gb-a59fa?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+bekas%26search_id%3D20260712120927D81F9C1BE2E089232WI7%26src%3Dsearch
Tokopedia,Rjstorepekanbaru,5.0,80,iPhone 11 Series,iPhone 11 Pro Max,256GB,N/A,Rp1.210.000,Jakarta,https://www.tokopedia.com/rjstorepekanbaru/iphone-11-promax-256gb-second-like-new-ex-inter-original-100-fullset-hijau-256-gb?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+max+second%26search_id%3D20260712121657F9B902FC3289AF003MYG%26src%3Dsearch
Tokopedia,Mobile Phone Shop BEC,5.0,27,iPhone 11 Series,iPhone 11 Pro Max,512GB,N/A,Rp5.629.000,Bandung,https://www.tokopedia.com/mobilephonebec/iphone-11-pro-max-64-256-512-gb-second-99-like-new-ibox-inter-silver-64-gb-inter-5f9c5?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+max+second%26search_id%3D20260712121657F9B902FC3289AF003MYG%26src%3Dsearch
Tokopedia,Cyrus Cell BEC,5.0,23,iPhone 11 Series,iPhone 11 Pro Max,64GB,85,Rp6.125.000,Bandung,https://www.tokopedia.com/cyruscelluler/iphone-11-pro-max-64gb-256gb-ibox-inter-100-original-fullset-second-like-new-cyruscellbec-1731005973056357919?extParam=ivf%3Dtrue%26keyword%3Diphone+11+pro+max+second%26search_id%3D20260712121657F9B902FC3289AF003MYG%26src%3Dsearch
Tokopedia,Ramai Phone 88,5.0,24,iPhone 11 Series,iPhone 11 Pro Max,64GB,N/A,Rp3.860.000,Jakarta Utara,https://www.tokopedia.com/ramaiphone88/iphone-11-pro-max-64gb-fullset-second-imei-aman-garansi-1-bulan-1731796016060204602?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+max+second%26search_id%3D20260712121657F9B902FC3289AF003MYG%26src%3Dsearch
Tokopedia,Ponsel Dunia,0.0,1,iPhone 11 Series,iPhone 11 Pro Max,256GB,N/A,Rp4.760.000,Jakarta Selatan,https://www.tokopedia.com/ponsel-dunia/cash-credit-iphone-11-promax-256gb-ibox-fullset-bh-93-pa-a-handphone-second-like-new-1732281322096133511?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+max+second%26search_id%3D20260712121657F9B902FC3289AF003MYG%26src%3Dsearch
Tokopedia,QQ store168,5.0,100,iPhone 11 Series,iPhone 11 Pro Max,64GB,N/A,Rp5.460.000,Jakarta Barat,https://www.tokopedia.com/cris0880/iphone-11-pro-max-64gb-bekas-original-100-mulus-fullset-512gb-midnight-green-8bfe0?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+max+second%26search_id%3D20260712121657F9B902FC3289AF003MYG%26src%3Dsearch
Tokopedia,Bravo cell store,5.0,50,iPhone 11 Series,iPhone 11 Pro Max,64GB,N/A,Rp2.960.000,Palembang,https://www.tokopedia.com/bravo-cell-store/iphone-11-promax-green-mulus-lengkap-1731865976185390139?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+max+second%26search_id%3D20260712121657F9B902FC3289AF003MYG%26src%3Dsearch
Tokopedia,sun mobile store,4.9,100,iPhone 11 Series,iPhone 11 Pro Max,128GB,90,Rp5.010.000,Jakarta Barat,https://www.tokopedia.com/sunmobile22/iphone-11-pro-max-second-space-gray-64-gb?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+max+second%26search_id%3D20260712121657F9B902FC3289AF003MYG%26src%3Dsearch
Tokopedia,Niken mustica,0.0,250,iPhone 11 Series,iPhone 11 Pro Max,128GB,N/A,Rp460.000,Bekasi,https://www.tokopedia.com/niken-mustica/hp-iphone-11-promax-ibox-resmi-1732338015556437071?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+max+second%26search_id%3D20260712121657F9B902FC3289AF003MYG%26src%3Dsearch
Tokopedia,Mahershala,5.0,8,iPhone 11 Series,iPhone 11 Pro Max,256GB,N/A,Rp6.460.000,Surabaya,https://www.tokopedia.com/mahershala/iphone-11-pro-256gb-second-1731160078487160722?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+max+second%26search_id%3D20260712121657F9B902FC3289AF003MYG%26src%3Dsearch
Tokopedia,satrio wicaksono,0.0,2,iPhone 11 Series,iPhone 11 Pro Max,128GB,74,Rp4.442.000,Bandung,https://www.tokopedia.com/satrio-wicaksono/iphone-11-pro-max-256-grey-1731429099565844151?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+max+second%26search_id%3D20260712121657F9B902FC3289AF003MYG%26src%3Dsearch
Tokopedia,Elizelektronik,5.0,1,iPhone 11 Series,iPhone 11 Pro Max,256GB,N/A,Rp3.110.000,Tangerang Selatan,https://www.tokopedia.com/elizelektronik/iphone-11-pro-max-256gb-64-second-mulus-100-ori-1733160017943037016?extParam=ivf%3Dfalse%26keyword%3Diphone+11+pro+max+second%26search_id%3D20260712121657F9B902FC3289AF003MYG%26src%3Dsearch
